ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-2007;closed;Clube do Céu Airport;3.0;SA;BR;BR-RJ;Rio de Janeiro;;;-22.997497, -43.40139
BR-2008;closed;Avibrás II Heliport;2133.0;SA;BR;BR-SP;Jacareí;;;-23.3458328247, -45.8250007629
BR-2009;closed;Paulista Capital Plaza - The Flat Heliport;2953.0;SA;BR;BR-SP;São Paulo;;;-23.571698, -46.646428
BR-2010;closed;Fazenda São Lucas Airport;1771.0;SA;BR;BR-SP;Gália;;;-22.303612, -49.462223
BR-2011;closed;Torre da Glória Helipad;197.0;SA;BR;BR-RJ;Rio de Janeiro;;;-22.918623, -43.177289
BR-2012;closed;Fazenda Perobal Airport;1339.0;SA;BR;BR-SP;Guararapes;;;-21.503611, -50.778057
BR-2013;closed;Fazenda Santa Rita Airport;1437.0;SA;BR;BR-SP;Lutecia;;;-22.1994, -50.3736
BR-2014;closed;Panco V Heliport;1945.0;SA;BR;BR-SP;Taubaté;;;-23.034401, -45.5881
BR-2015;closed;Issac Heliport;39.0;SA;BR;BR-SP;Guarujá;;;-23.90891, -46.166462
BR-2016;closed;Panco VII Heliport;2579.0;SA;BR;BR-SP;São Paulo;;;-23.53, -46.49
BR-2017;closed;Centro Empresarial Nações Unidas - Torre Oeste Heliport;2736.0;SA;BR;BR-SP;São Paulo;;;-23.609722, -46.697224
BR-2018;closed;Edifício Berrini 500 Heliport;2648.0;SA;BR;BR-SP;São Paulo;;;-23.601099, -46.692229
BR-2019;closed;Fazenda São Sebastião Airport;1706.0;SA;BR;BR-SP;Rifaina;;;-19.99644, -47.515923
BR-2020;closed;Saquarema Airport;26.0;SA;BR;BR-RJ;Saquarema;;;-22.928773, -42.50571
BR-2021;closed;Hospital Sírio Libanês Heliport;2799.0;SA;BR;BR-SP;São Paulo;;;-23.557173, -46.654258
BR-2022;closed;Panco III Heliport;126.0;SA;BR;BR-RJ;Seropédica;;;-22.713301, -43.692501
BR-2023;closed;Telesp Heliport;2366.0;SA;BR;BR-SP;São Paulo;;;-23.520832, -46.678055
BR-2024;closed;Viação Cometa Móoca Heliport;2441.0;SA;BR;BR-SP;São Paulo;;;-23.560833, -46.605
BR-2025;closed;Varam Heliport;2926.0;SA;BR;BR-SP;São Paulo;;;-23.567499, -46.655556
BR-2026;closed;Tropical Ponta Negra Flat Heliport;263.0;SA;BR;BR-AM;Manaus;;;-3.063889, -60.106945
BR-2027;closed;Fazenda Santa Clara Heliport;1411.0;SA;BR;BR-RJ;Cordeiro;;;-22.037634, -42.337114
BR-2028;closed;Aeroandres Heliport;3330.0;SA;BR;BR-SP;Mairiporã;;;-23.395278, -46.638889
BR-2029;closed;Hospital de Guaruz Heliport;33.0;SA;BR;BR-RJ;Campos Dos Goytacazes;;;-21.740833, -41.311943
BR-2030;closed;Summerville Heliport;39.0;SA;BR;BR-PE;Ipojuca;;;-8.434359, -34.982083
BR-2031;closed;Fazenda Araras Airport;1493.0;SA;BR;BR-MS;Corguinho;;;-19.62966, -55.254687
BR-2032;closed;8º Batalhão da Polícia Militar Heliport;98.0;SA;BR;BR-SC;Joinville;;;-26.306389, -48.860001
BR-2033;closed;Fazenda Boa Sorte Airport;1099.0;SA;BR;BR-MS;Nova Andradina;;;-21.907733, -53.513975
BR-2034;closed;Fazenda Três Marias Airport;1210.0;SA;BR;BR-PR;Alto Paraíso;;;-23.494126, -53.802495
BR-2035;closed;Fazenda Santa Helena Airport;952.0;SA;BR;BR-MS;Nova Andradina;;;-21.997223, -53.424721
BR-2036;closed;Rio Negro Airport;3445.0;SA;BR;BR-MT;Feliz Natal;;;-11.644444, -54.071388
BR-2037;closed;Aero Resende Airport;6825.0;SA;BR;BR-GO;Bom Jesus;;;-18.131918, -49.796308
BR-2038;closed;Brigadeiro Heliport;2523.0;SA;BR;BR-SP;São Paulo;;;-23.584018, -46.669241
BR-2039;closed;Madenorte Airport;132.0;SA;BR;BR-PA;Porto de Moz;;;-2.318889, -52.914444
BR-2040;closed;Fazenda Santa Rita Airport;2054.0;SA;BR;BR-MT;Diamantino;;;-14.131665, -57.362838
BR-2041;closed;Fazenda Cinco Estrelas Airport;493.0;SA;BR;BR-MT;Apiacás;;;-8.363611, -58.105
BR-2042;closed;Fazenda Frigorífico Atlas Airport;2533.0;SA;BR;BR-PA;Santana Do Araguaia;;;-9.4125, -50.425556
BR-2043;closed;Fazenda Santa Maria Heliport;2598.0;SA;BR;BR-SP;Votorantim;;;-23.552608, -47.361921
BR-2044;closed;Girassol Heliport;14.0;SA;BR;BR-SP;Ilhabela;;;-23.878900527954, -45.447200775146
BR-2045;closed;Cimento Poty Airport;1.0;SA;BR;BR-PB;Caaporá;;;-7.531886, -34.864426
BR-2046;closed;Fazenda Spartacus Airport;2346.0;SA;BR;BR-SP;Taquarivaí;;;-24.004866, -48.614643
BR-2047;closed;Banco do Brasil Andaraí Helipad;99.0;SA;BR;BR-RJ;Rio de Janeiro;;;-22.921199, -43.251231
BR-2048;closed;Santa Terezinha Airport;2199.0;SA;BR;BR-RS;Tapajara;;;-28.052062, -51.958949
BR-2049;closed;Forum Trabalhista de 1ª Instância de São Paulo I Helipad;2619.0;SA;BR;BR-SP;São Paulo;;;-23.522697, -46.661671
BR-2050;closed;Forum Trabalhista de 1ª Instância de São Paulo II Helipad;2619.0;SA;BR;BR-SP;São Paulo;;;-23.522623, -46.662143
BR-2051;closed;Fazenda Redenção Airstrip;325.0;SA;BR;BR-MS;Aquidauana;;;-19.610632, -56.734021
BR-2052;closed;Fazenda Ourissanga Airport;1182.0;SA;BR;BR-MS;Selvíria;;;-20.42027778, -51.4452781677
BR-2053;closed;Sylvio Quadros Mercês Heliport;168.0;SA;BR;BR-BA;Salvador;;;-12.979164, -38.473628
BR-2054;closed;Frisama Açailândia Airport;926.0;SA;BR;BR-MA;Açailândia;;;-4.940974, -47.461796
BR-2055;closed;Fazenda Futuro Airport;1598.0;SA;BR;BR-MS;Ribas Do Rio Pardo;;;-20.347615, -53.456944
BR-2056;closed;Jijoca de Jericoacoara Airport;66.0;SA;BR;BR-CE;Jijoca de Jericoacoara;;;-2.888889, -40.474167
BR-2057;closed;Novo Horizonte Airport;3720.0;SA;BR;BR-PR;Coronel Domingos Soares;;;-26.2491664886, -51.9033317566
BR-2058;closed;Coca-Cola Heliport;3084.0;SA;BR;BR-MG;Uberlândia;;;-18.896666, -48.242222
BR-2059;closed;Estáncia Parque Atibaia Heliport;2874.0;SA;BR;BR-SP;Atibaia;;;-23.080299, -46.581902
BR-2060;closed;Alô Brasil Heliport;1863.0;SA;BR;BR-SP;Monte Mor;;;-22.970556, -47.298889
BR-2061;closed;Fazenda Modelo Airport;2041.0;SA;BR;BR-MS;Água Clara;;;-19.31431, -52.976446
BR-2062;closed;Andrieli Base Operacional Airport;2188.0;SA;BR;BR-MT;Primavera do Leste;;;-15.579879, -54.412113
BR-2063;closed;Petrobrás - Refinaria de Capuava Heliport;2480.0;SA;BR;BR-SP;Mauá;;;-23.6527786255, -46.4799995422
BR-2064;closed;Coqueiral Heliport;6.0;SA;BR;BR-BA;Porto Seguro;;;-16.485421, -39.068166
BR-2065;closed;Umuarama Heliport;16.0;SA;BR;BR-AL;Marechal Deodoro;;;-9.742737, -35.819442
BR-2066;closed;Alphaville Gramado Heliport;2684.0;SA;BR;BR-RS;Gramado;;;-29.383612, -50.888332
BR-2067;closed;AHE Peixe Angical Airport;808.0;SA;BR;BR-TO;Peixe;;;-12.203100204468, -48.469699859619
BR-2068;closed;Capão Alto Airport;107.0;SA;BR;BR-RS;Tapes;;;-30.67639, -51.525276
BR-2069;closed;Bocaíuva Airport;2395.0;SA;BR;BR-MG;Bocaíuva;;;-17.1331, -43.815605
BR-2070;closed;Calçoene Airport;59.0;SA;BR;BR-AP;Calçoene;;;2.497004, -50.963176
BR-2071;closed;Via Brasil Heliport;2676.0;SA;BR;BR-MG;Belo Horizonte;;;-19.8419437408, -43.9661102295
BR-2072;closed;Fazenda Forquilha Airport;4370.0;SA;BR;BR-MG;Tapira;;;-19.8516674042, -46.7099990845
BR-2073;closed;Francisco Sá Airport;2484.0;SA;BR;BR-MG;Francisco Sá;;;-16.437573, -43.469187
BR-2074;closed;Guimarães Airport;155.0;SA;BR;BR-MA;Guimarães;;;-2.118784, -44.609563
BR-2075;closed;Gurupá Airport;66.0;SA;BR;BR-PA;Gurupá;;;-1.416944, -51.633888
BR-2076;closed;Praia do Forte Airport;49.0;SA;BR;BR-BA;Mata De São João;;;-12.565371, -38.015812
BR-2077;closed;Coroatá Airport;157.0;SA;BR;BR-MA;Coroatá;;;-4.139998, -44.114656
BR-2078;closed;Porto Grande Airport;197.0;SA;BR;BR-AP;Porto Grande;;;0.866388976574, -51.4006004333
BR-2079;closed;Fazenda Campanário Airport;558.0;SA;BR;BR-MS;Bodoquena;;;-20.410992, -56.530562
BR-2080;closed;Fazenda São Lucas Airport;1099.0;SA;BR;BR-SP;Mirandópolis;;;-20.932222, -50.956944
BR-2081;closed;Fazenda Ranchinho Airport;1788.0;SA;BR;BR-GO;Aporé;;;-18.833332, -51.791111
BR-2082;closed;Newton Heliport;2001.0;SA;BR;BR-SP;Limeira;;;-22.5388889313, -47.4194450378
BR-2083;closed;Fazenda Santana Airport;426.0;SA;BR;BR-MS;Aquidauana;;;-19.708055, -55.421112
BR-2084;closed;Bom Jesus Airport;3514.0;SA;BR;BR-RS;Bom Jesus;;;-28.605654, -50.451363
BR-2085;closed;Fazenda Lageado Airport;650.0;SA;BR;BR-MS;Dois Irmãos do Buriti;;;-20.291135, -55.44717
BR-2086;closed;Aeroclube Airport;56.0;SA;BR;BR-RS;Sapiranga;;;-29.676111, -50.981388
BR-2087;closed;Tenoar Airport;2664.0;SA;BR;BR-MS;Chapadão Do Sul;;;-18.811943, -52.639168
BR-2088;closed;Fazenda Kurupay Airport;1280.0;SA;BR;BR-MS;Angélica;;;-22.036142, -53.735837
BR-2089;closed;Fazenda Caranday Airport;541.0;SA;BR;BR-MS;Corumbá;;;-20.205557, -57.063332
BR-2090;closed;Fazenda Divisão Airport;1312.0;SA;BR;BR-MS;Amambaí;;;-23.133888, -54.633888
BR-2091;closed;Fazenda Thoma Airport;1111.0;SA;BR;BR-MS;Nova Andradina;;;-21.659200668335, -53.511100769043
BR-2092;closed;Fazenda São Francisco Airport;1099.0;SA;BR;BR-MS;Água Clara;;;-19.3808326721, -53.0416679382
BR-2093;closed;Fazenda Orion Airport;1001.0;SA;BR;BR-MS;Bela Vista;;;-22.024088, -56.325231
BR-2094;closed;Marrecão Airport;68.0;SA;BR;BR-SC;Brusque;;;-27.065844, -48.889318
BR-2095;closed;Fazenda São Benedito Airport;394.0;SA;BR;BR-MS;Corumbá;;;-18.42, -56.46
BR-2096;closed;Fazenda Reserva Airport;3438.0;SA;BR;BR-PR;Reserva do Iguaçu;;;-25.849569, -52.014685
BR-2097;closed;Fazenda Palma Airport;39.0;SA;BR;BR-RS;Pelotas;;;-31.654005, -52.206622
BR-2098;closed;Fazenda Princesa do Sul Airport;1053.0;SA;BR;BR-MS;Japoré;;;-23.771099090576, -54.677799224854
BR-2099;closed;Viaoeste - Castelo III Heliport;2467.0;SA;BR;BR-SP;Barueri;;;-23.506069, -46.855314
BR-2100;closed;Pedra do Sino Heliport;3596.0;SA;BR;BR-MG;Carandaí;;;-20.899445, -43.818611
BR-2101;closed;Fazenda dos Sonhos Airport;551.0;SA;BR;BR-MS;Anastácio;;;-20.762013, -56.032548
BR-2102;closed;Fazenda Sorte Grande Airport;2339.0;SA;BR;BR-PR;Roncador;;;-24.61, -52.36
BR-2103;closed;Fazenda Alvorada do Marape Airport;1001.0;SA;BR;BR-MT;Tapurá;;;-12.887366, -56.736478
BR-2104;closed;Fazenda Fartura Airport;276.0;SA;BR;BR-PA;Tomé Açu;;;-3.159407, -48.543434
BR-2105;closed;Agroer Aviação Agrícola Airport;827.0;SA;BR;BR-MT;Rondonópolis;;;-16.483887, -54.667221
BR-2106;closed;Arenápolis Airport;1329.0;SA;BR;BR-MT;Arenápolis;;;-14.500278, -57.017223
BR-2107;closed;Fazenda Apemag Airport;951.0;SA;BR;BR-MT;Barra do Bugres;;;-15.333611, -57.317223
BR-2108;closed;Fazenda Água Verde Airport;2037.0;SA;BR;BR-MT;Diamantino;;;-14.072778, -57.454723
BR-2109;closed;Fazenda Marazul Airport;479.0;SA;BR;BR-MT;Barão de Melgaço;;;-16.541854, -55.91845
BR-2110;closed;Fazenda Marazul III Airport;505.0;SA;BR;BR-MT;Barão De Melgaço;;;-16.591400146484, -55.986698150635
BR-2111;closed;ESAT Aerotáxi Heliport;3678.0;SA;BR;BR-DF;Brasília;;;-15.791, -47.8948
BR-2112;closed;Fazenda Piraim Airport;446.0;SA;BR;BR-MT;Nossa Senhora Do Livramento;;;-16.251699447632, -56.087501525879
BR-2113;closed;Fazenda São Paulo - Retiro Santa Maria Airport;984.0;SA;BR;BR-GO;Britânia;;;-15.14, -51.254444
BR-2114;closed;Pontes e Lacerda Airport;1148.0;SA;BR;BR-MT;Pontes E Lacerda;;;-15.231111, -59.34111
BR-2115;closed;Tamboré  Heliport;2444.0;SA;BR;BR-SP;Barueri;;;-23.509953, -46.825332
BR-2116;closed;Nortelândia Airport;1460.0;SA;BR;BR-MT;Nortelândia;;;-14.473833, -56.766895
BR-2117;closed;Fazenda Surucucu Airport;3148.0;SA;BR;BR-GO;Luziânia;;;-16.743335, -47.991669
BR-2118;closed;Pedro Afonso Airport;630.0;SA;BR;BR-TO;Pedro Afonso;;;-8.997572, -48.155372
BR-2119;closed;Porto dos Gaúchos Airport;1312.0;SA;BR;BR-MT;Porto dos Gaúchos;;;-11.5404, -57.3782
BR-2120;closed;Porto São Sebastião Airport;1106.0;SA;BR;BR-MT;Diamantino;;;-12.966944, -56.183887
BR-2121;closed;Planaltina Airport;3822.0;SA;BR;BR-DF;Brasília;;;-15.680044, -47.540225
BR-2122;closed;Fazenda Silmar Airport;863.0;SA;BR;BR-MT;Vila Bela Da Santíssima Trindade;;;-16.165, -60.114445
BR-2123;closed;Seringal Nova Olinda Airport;673.0;SA;BR;BR-AC;Sena Madureira;;;-10.100445, -69.21258
BR-2124;closed;Tocantínia Airport;656.0;SA;BR;BR-TO;Tocantínia;;;-9.545695, -48.399067
BR-2125;closed;Fazenda Santos Reis Airport;879.0;SA;BR;BR-MT;Porto Esperidião;;;-16.266666, -59.150002
BR-2126;closed;Luciára Airport;689.0;SA;BR;BR-MT;Luciára;;;-11.231673, -50.672544
BR-2127;closed;Fazenda Santo André Airport;1529.0;SA;BR;BR-MT;Nova Mutum;;;-13.6863889694, -55.9872207642
BR-2128;closed;Fazenda Vista Alegre Airport;666.0;SA;BR;BR-AC;Bujari;;;-9.788611, -68.007225
BR-2129;closed;Fazenda Pirassununga Airport;787.0;SA;BR;BR-TO;São Valério;;;-11.517778, -48.31111
BR-2130;closed;Chácara Córrego Fundo Airport;630.0;SA;BR;BR-MT;Cuiabá;;;-15.59, -56.05
BR-2131;closed;Cotia Foods S/A Heliport;2707.0;SA;BR;BR-SP;Cotia;;;-23.6191673279, -46.881942749
BR-2132;closed;Minas Empreendimentos Heliport;2979.0;SA;BR;BR-MG;Contagem;;;-19.901388, -44.06472
BR-2133;closed;Autódromo José Carlos Pace Heliport;2595.0;SA;BR;BR-SP;São Paulo;;;-23.7033, -46.6995
BR-2134;closed;Fazenda Ponto de Apoio Airport;1319.0;SA;BR;BR-MS;Água Clara;;;-20.463225, -52.686535
BR-2135;closed;Fazenda Rodoserv I Airport;1001.0;SA;BR;BR-MS;Ivinhema;;;-22.472779, -52.595833
BR-2136;closed;Fazenda Rodoserv III Airport;1001.0;SA;BR;BR-MS;Bela Vista;;;-21.868957, -56.771121
BR-2137;closed;Fazenda Eldorado - Agropecuária Paleana S/A Airport;1108.0;SA;BR;BR-MT;Bom Jesus Do Araguaia;;;-12.154167, -51.686943
BR-2138;closed;Fazenda Santa Carolina;2302.0;SA;BR;BR-SP;Dourado;;;-22.131001, -48.319302
BR-2139;closed;São Paulo do Piauí Airport;82.0;SA;BR;BR-BA;Prado;;;-17.012805, -39.181545
BR-2140;closed;Recanto Airport;1335.0;SA;BR;BR-MT;Ribeirão Cascalheira;;;-12.99667, -51.906681
BR-2141;closed;Fazenda Quebracho Brasil Airport;266.0;SA;BR;BR-MS;Porto Murtinho;;;-21.848368, -57.899913
BR-2142;closed;Viana III Heliport;13.0;SA;BR;BR-SC;Balneário Camboriú;;;-27.007644, -48.610543
BR-2143;closed;Jirau Hydroelectric Plant Airport;295.0;SA;BR;BR-RO;Jaci Paraná;;;-9.288032, -64.625487
BR-2144;closed;Espinosa Airport;1870.0;SA;BR;BR-MG;Espinosa;;;-14.933694, -42.81
BR-2145;closed;Volta Redonda Airport;1245.0;SA;BR;BR-RJ;Volta Redonda;;;-22.4978, -44.085
BR-2146;closed;Santana do Livramento Airport;1094.0;SA;BR;BR-RS;Santana do Livramento;;;-30.8354, -55.62565
BR-2147;closed;Fazenda São Jorge Airstrip;1885.0;SA;BR;BR-GO;Itaruma;;;-18.6448, -51.4828
BR-2148;small_airport;Fazenda Inhumas Airport;1772.0;SA;BR;BR-MG;Paracatu;;;-17.034473, -46.267106
BR-2149;small_airport;Arraias Airport;1923.0;SA;BR;BR-TO;Arraias;;;-13.025154, -46.884107
BR-2150;small_airport;Madre Cabrini Airstrip;2201.0;SA;BR;BR-SP;Bernardino de Campos;SJD3;SP1356;-22.981101, -49.509938
BR-2151;small_airport;Fazenda São Francisco Airstrip;1998.0;SA;BR;BR-MS;Feliz Natal;SJW3;MT0949;-22.1475, -55.753056
BR-2152;small_airport;Tertuliano Guedes de Pinho Airport;197.0;SA;BR;BR-BA;Itabuna;;BA0248;-14.8105, -39.290401
BR-2153;small_airport;Fazenda Nova Califórnia Airport;1450.0;SA;BR;BR-SP;Martinópolis;;;-22.466611, -51.200817
BR-2154;small_airport;Fazenda Bonança Airport;1200.0;SA;BR;BR-SP;Pereira Barreto;SIBC;SP0171;-20.676399, -51.0308
BR-2155;small_airport;Juazeiro Airport;1286.0;SA;BR;BR-BA;Curaçá;;BA0027;-9.155566, -40.091661
BR-2156;small_airport;Igarapé Bahia Airport;2257.0;SA;BR;BR-PA;Parauapebas;;;-6.04778, -50.580147
BR-2157;small_airport;Fazenda Fortaleza Airport;1952.0;SA;BR;BR-SP;Paranapanema;;SP0134;-23.293101, -48.815346
BR-2158;small_airport;Alagoinhas Airport;568.0;SA;BR;BR-BA;Alagoinhas;;BA0086;-12.175078, -38.380055
BR-2159;small_airport;Cristalina Airport;3937.0;SA;BR;BR-GO;Cristalina;;GO0027;-16.791, -47.645199
BR-2160;small_airport;Fazenda Bananeira Airport;1673.0;SA;BR;BR-SP;Altair;;;-20.57995, -49.074778
BR-2161;small_airport;Benedito Mutran Airport;551.0;SA;BR;BR-PA;Marabá;;SIBD;-5.758452, -49.176216
BR-2162;small_airport;Fazenda Romaria Airport;3297.0;SA;BR;BR-MG;Romaria;;;-18.872575, -47.558148
BR-2163;small_airport;Fazenda Jopejó Airport;1020.0;SA;BR;BR-MT;Chapada dos Guimarães;;;-14.99125, -55.817712
BR-2164;small_airport;Fazenda Grupal Airport;1050.0;SA;BR;BR-MT;Vila Rica;;;-10.042222, -51.589167
BR-2165;small_airport;Itaú de Minas Airport;2520.0;SA;BR;BR-MG;Itaú de Minas;;MG0126;-20.755301, -46.750198
BR-2166;small_airport;Adustina Airport;892.0;SA;BR;BR-BA;Adustina;;;-10.5809, -38.088799
BR-2167;small_airport;Amargosa Airport;1394.0;SA;BR;BR-BA;Amargosa;;;-12.9936, -39.639902
BR-2168;small_airport;Sobradinho Airport;1240.0;SA;BR;BR-BA;Juazeiro;;;-9.46201, -40.824299
BR-2169;small_airport;Campo de Boi Airport;186.0;SA;BR;BR-PA;Ipixuna do Pará;;;-2.52331, -47.517399
BR-2170;small_airport;Bambuí Airport;2523.0;SA;BR;BR-MG;Bambuí;;;-20.0364, -45.972301
BR-2171;small_airport;Leopoldina Airport;919.0;SA;BR;BR-MG;Leopoldina;;;-21.468226, -42.727076
BR-2172;small_airport;Belém de São Francisco Airport;1034.0;SA;BR;BR-PE;Belém de São Francisco;;;-8.76959, -38.9496
BR-2173;small_airport;Jaraguá Airport;1909.0;SA;BR;BR-MG;Sacramento;;;-20.0403, -47.421501
BR-2174;small_airport;Bertin Ltda Airport;1815.0;SA;BR;BR-MG;Ituiutaba;;;-18.935313, -49.473345
BR-2175;closed;Carinhanha Airport;1483.0;SA;BR;BR-BA;Carinhanha;;;-14.299432, -43.797694
BR-2176;small_airport;Nova Ponte Airport;3261.0;SA;BR;BR-MG;Nova Ponte;SSYD;MG0193;-19.1984, -47.728699
BR-2177;small_airport;Fazenda Quatrilho Airport;1457.0;SA;BR;BR-MT;Sorriso;;;-13.395093, -55.642545
BR-2178;small_airport;Ouricuri Airport;1529.0;SA;BR;BR-PE;Ouricuri;;;-7.87652, -40.091801
BR-2179;small_airport;Freitas Melro Airport;197.0;SA;BR;BR-AL;Penedo;;AL0002;-10.2659, -36.551498
BR-2180;small_airport;Palmeiras Airport;2395.0;SA;BR;BR-BA;Palmeiras;;SNPM;-12.50055556, -41.58388889
BR-2181;small_airport;Rachid Saliba Airport;2625.0;SA;BR;BR-MG;Boa Esperança;;;-21.043384, -45.868231
BR-2182;medium_airport;Russas - João de Deus Regional Airport;115.0;SA;BR;BR-CE;Russas;;CE0012;-4.94727, -38.008202
BR-2183;small_airport;Fazenda Veredão Airport;2559.0;SA;BR;BR-MG;Taiobeiras;;;-15.655382, -41.654114
BR-2184;small_airport;Poções Airport;2772.0;SA;BR;BR-BA;Poções;;;-14.522688, -40.345001
BR-2185;small_airport;Estrela Dalva Airport;1207.0;SA;BR;BR-MS;Bodoquena;;;-20.674999, -56.629645
BR-2186;small_airport;Camapuã Airport;1848.0;SA;BR;BR-MS;Camapuã;;MS0014;-19.5984, -54.021099
BR-2187;small_airport;Fazenda Itamaratí Airport;1837.0;SA;BR;BR-MS;Ponta Porã;;;-22.1882, -55.577801
BR-2188;closed;General Canrobert Pereira da Costa Airport;566.0;SA;BR;BR-MS;Aquidauana;;;-20.4533, -55.757599
BR-2189;small_airport;Independência Airport;1135.0;SA;BR;BR-MS;Nova Andradina;;;-22.278894, -53.38323
BR-2190;small_airport;Campo Novo Airport;1460.0;SA;BR;BR-RS;Campo Novo;;;-27.666456, -53.8086
BR-2191;small_airport;Medianeira Airport;1473.0;SA;BR;BR-PR;Medianeira;;;-25.3109, -54.070499
BR-2192;small_airport;Fazenda São Rafael Airport;1420.0;SA;BR;BR-PR;São José das Palmeiras;;;-24.769501, -54.118698
BR-2193;small_airport;Porecatu Municipal Airport;1424.0;SA;BR;BR-PR;Porecatu;;;-22.775684, -51.363602
BR-2194;small_airport;Fazenda Torrão de Ouro Airport;899.0;SA;BR;BR-MS;Pedro Gomes;;;-18.181182, -54.502115
BR-2195;small_airport;Balbina Airport;564.0;SA;BR;BR-AM;Presidente Figueiredo;;;-1.92481, -59.4123
BR-2196;small_airport;Fazenda Santa Mônica Airport;3888.0;SA;BR;BR-GO;Alexânia;;;-15.935718, -48.644728
BR-2197;small_airport;Fazenda Varjão Grande Airport;2060.0;SA;BR;BR-GO;Caçu;;;-18.491501, -51.298801
BR-2198;small_airport;Fazenda Indiara Airport;909.0;SA;BR;BR-GO;São Miguel do Araguaia;;;-13.3149, -49.774899
BR-2199;small_airport;Fazenda Santa Maria Airport;630.0;SA;BR;BR-MT;Lambari d`Oeste;SBOM;MT0644;-15.376891, -57.682109
BR-2200;small_airport;Urucará Airport;98.0;SA;BR;BR-AM;Urucará;;;-2.52889, -57.755798
BR-2201;small_airport;Fazenda Agrocentro Airport;1219.0;SA;BR;BR-MT;Barra do Garças;;MT0424;-15.687787, -52.266008
BR-2202;small_airport;Fazenda Rio Alegre Airport;1240.0;SA;BR;BR-MT;São José do Rio Claro;;;-13.274331, -56.892163
BR-2203;small_airport;Fazenda Nova Fronteira Airport;1017.0;SA;BR;BR-MT;Sinop;;;-11.4678, -56.437599
BR-2204;small_airport;Usina São Simão Airport;1713.0;SA;BR;BR-GO;São Simão;SSYO;GO0112;-18.9865, -50.563599
BR-2205;closed;Araguaiana Airport;994.0;SA;BR;BR-MT;Araguaiana;;;-15.708652, -51.837865
BR-2206;small_airport;Boquira Airport;1886.0;SA;BR;BR-BA;Boquira;;;-12.789301, -42.727432
BR-2207;small_airport;Fazenda Brumado Airport;1755.0;SA;BR;BR-SP;Barretos;;;-20.428899, -48.562077
BR-2208;small_airport;Cavalcante Airport;2625.0;SA;BR;BR-GO;Cavalcante;;;-13.778604, -47.412121
BR-2209;small_airport;Fazenda São Braz Airport;164.0;SA;BR;BR-AL;Barra de Santo Antônio;SIQX;AL0004;-9.373161, -35.539736
BR-2210;small_airport;Centenário do Sul Municipal Airport;1591.0;SA;BR;BR-PR;Centenário do Sul;;;-22.830515, -51.6036
BR-2211;small_airport;Colinas Airport;394.0;SA;BR;BR-MA;Colinas;;;-5.966951, -44.233897
BR-2212;small_airport;Volta Grande Airport;1831.0;SA;BR;BR-MG;Conceição das Alagoas;;;-20.008583, -48.25201
BR-2213;closed;Grajaú Airport;773.0;SA;BR;BR-MA;Grajaú;;;-5.806353, -46.116636
BR-2214;closed;Guaporé Airport;1558.0;SA;BR;BR-RS;Guaporé;;;-28.894847, -51.855331
BR-2215;small_airport;Iaciara Airport;1854.0;SA;BR;BR-GO;Iaciara;;;-14.107609, -46.666918
BR-2216;small_airport;Fazenda Santa Elza Airport;1762.0;SA;BR;BR-MS;Costa Rica;;;-18.684504, -53.287468
BR-2217;small_airport;Santa Paula Airport;1860.0;SA;BR;BR-SP;Ipiguá;;;-20.703899, -49.391399
BR-2218;small_airport;Fazenda São Joaquim Airport;1325.0;SA;BR;BR-MS;Selvíria;;;-20.353197, -51.544644
BR-2219;closed;Livramento do Brumado Airport;1615.0;SA;BR;BR-BA;Livramento de Nossa Senhora;;;-13.6613, -41.8571
BR-2220;closed;Machado Airport;2969.0;SA;BR;BR-MG;Machado;;;-21.678101, -45.840604
BR-2221;closed;Hugo Werner Airport;2690.0;SA;BR;BR-SC;Mafra;;;-26.160147, -49.832236
BR-2222;small_airport;Mombaça Airport;748.0;SA;BR;BR-CE;Mombaça;;;-5.729178, -39.597932
BR-2223;small_airport;Monte Santo de Minas Airport;2936.0;SA;BR;BR-MG;Monte Santo de Minas;;;-21.1758, -46.9589
BR-2224;small_airport;Mundo Novo Airport;1788.0;SA;BR;BR-BA;Mundo Novo;;;-11.770045, -40.419034
BR-2225;small_airport;Fazenda São Francisco do Itaquerê Airport;1877.0;SA;BR;BR-SP;Nova Europa;;;-21.763774, -48.582466
BR-2226;small_airport;Fazenda São João Airport;2172.0;SA;BR;BR-SP;Orlândia;;;-20.7456, -47.933601
BR-2227;small_airport;Pastos Bons Airport;197.0;SA;BR;BR-MA;Pastos Bons;;;-6.66694, -44.0839
BR-2228;small_airport;Propriá Airport;164.0;SA;BR;BR-SE;Propriá;;;-10.25612, -36.80237
BR-2229;small_airport;Ismael Nunes Airport;4462.0;SA;BR;BR-SC;São Joaquim;;SC0020;-28.245505, -49.897702
BR-2230;small_airport;Tanque Novo Airport;2464.0;SA;BR;BR-BA;Tanque Novo;;SSQM;-13.54133, -42.475591
BR-2231;small_airport;Umberto Bosaipo Regional Airport;1460.0;SA;BR;BR-MT;Tesouro;;;-15.5564, -53.075298
BR-2232;small_airport;Três Passos Airport;1503.0;SA;BR;BR-RS;Três Passos;;;-27.512734, -53.898302
BR-2233;small_airport;Fazenda Altair Airport;2034.0;SA;BR;BR-SP;Santa Ernestina;;;-21.467199, -48.367199
